Meas_number,date_time,time_datum,measurment_used,who,measuring_agency,stream_flow_cfs,stream_flow_cms,gage_height_ft,gage_height_m,gh_change_ft,meas_duration_hr,meas_rating,control,flow_adjust_code,channel_number,channel_name,meas_type,stream_flow_method,velocity_method,channel_flow_cfs,channel_flow_m3s,channel_width_ft,channel_width_m,channel_area_sqft,channel_area_m2,channel_vel_fts,channel_velocity_ms,channel_stability,channel_material,channel_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,channel_loc_code,channel_loc_dist_ft
433,6/19/2001 9:40,CDT,Yes,LDB,USGS,247,6.9942496,1.83,0.557756781,-0.01,0.9,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,247,6.994195101,85,25.90673575,143,13.28502415,1.73,0.527278269,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
432,5/17/2001 10:15,CDT,Yes,JCD/JM,USGS,131,3.7095008,1.41,0.429747028,0,0.6,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,131,3.709471896,112,34.13593417,100,9.290226682,1.31,0.399268516,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
431,5/16/2001 13:50,CDT,Yes,msm,USGS,139,3.9360352,1.43,0.435842731,-0.01,1.7,Poor,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,139,3.936004531,81,24.68759525,131,12.17019695,1.06,0.323072234,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
430,4/6/2001 9:30,CDT,Yes,JM,USGS,581,16.4520608,2.64,0.804632734,0.02,0.6,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,581,16.45193261,129,39.31728132,265,24.61910071,2.19,0.667479427,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
429,2/26/2001 14:45,CST,Yes,GLW/LJL,USGS,14800,419.08864,14.23,4.33709235,-0.87,1.5,Fair,Unspecifed,NONE,1,Imported Channel 1,UNSP,other,,14800,419.0853745,,0,,0,,0,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
428,2/26/2001 7:20,CST,Yes,glw/ll,USGS,22300,631.46464,16.74,5.102103017,-0.38,1.6,Poor,Unspecifed,NONE,1,Imported Channel 1,CRAN,unspe,unkno,22300,631.4597197,457,139.2868028,5280,490.5239688,4.27,1.30143249,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
426,2/14/2001 9:35,CST,Yes,JWM,USGS,712,20.1615616,3,0.914355379,0,0.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,712,20.1614045,138,42.06034746,318,29.54292085,2.24,0.682718683,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
425,12/18/2000 12:15,CST,Yes,MSM/JD,USGS,135,3.822768,1.48,0.451081987,0.03,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,135,3.822738213,75,22.85888449,121,11.24117428,1.12,0.341359342,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
424,11/27/2000 10:57,CST,Yes,JM,USGS,110,3.114848,1.39,0.423651326,0,0.7,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,110,3.114823729,117,35.6598598,103,9.568933482,1.06,0.323072234,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
423,9/29/2000 6:20,CDT,Yes,LL,USGS,55.2,1.56308736,1.01,0.307832978,0,0.9,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,55.2,1.563075181,76,23.16366961,86.7,8.054626533,0.64,0.195062481,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
422,9/19/2000 9:30,CDT,Yes,LL,USGS,37.7,1.06754336,0.81,0.246875952,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,37.7,1.067535042,84,25.60195062,72.9,6.772575251,0.52,0.158488266,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
421,12/4/1982 14:05,CST,Yes,LL /AlB,USGS,74400,2106.76992,32,9.753124048,0.71,1.9,Unspecified,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,74400,2106.753504,604,184.0902164,14700,1365.663322,5.06,1.54221274,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
420,10/20/1976 8:20,CDT,Yes,JS,USGS,57.6,1.63104768,2.22,0.676622981,,,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,57.6,1.631034971,64,19.5062481,77.2,7.172054998,0.74,0.225540994,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
419,8/26/1976 14:45,CDT,Yes,JS /Har,USGS,65,1.840592,2.56,0.780249924,0,1,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,65,1.840577658,69,21.03017373,76.3,7.088442958,0.85,0.259067358,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
418,9/11/1975 9:05,CDT,Yes,GLA/GM,USGS,2390,67.677152,5.78,1.761658031,-0.01,0.8,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2390,67.67662466,220,67.05272783,1020,94.76031215,2.34,0.713197196,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
417,7/17/1975 9:00,CDT,Yes,JA,USGS,140,3.964352,2.91,0.886924718,,,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,140,3.96432111,71,21.63974398,60,5.574136009,2.33,0.710149345,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
416,7/17/1975 9:00,CDT,Yes,JA,USGS,140,3.964352,2.91,0.886924718,,,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,140,3.96432111,81,24.68759525,60,5.574136009,2.33,0.710149345,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
415,6/6/1975 12:45,CDT,Yes,Mcc,USGS,332,9.4011776,3.15,0.960073148,0,1.2,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,332,9.401104347,140,42.66991771,223,20.7172055,1.49,0.454129838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
414,11/16/1972 8:30,CST,Yes,Sch/Oak,USGS,4400,124.59392,7.22,2.200548613,0.08,1.1,Unspecified,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4400,124.5929492,310,94.48338921,1510,140.2824229,2.9,0.883876867,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
413,12/2/1971 10:50,CST,Yes,Gra,USGS,346,9.7976128,3.11,0.947881743,0,0.4,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,346,9.797536458,114,34.74550442,115,10.68376068,3.01,0.917403231,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
412,10/13/1971 14:35,CDT,Yes,MEJ,USGS,127,3.5962336,2.54,0.774154221,0,0.5,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,127,3.596205578,81,24.68759525,69,6.41025641,1.84,0.560804633,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
411,8/27/1971 11:10,CDT,Yes,Gra,USGS,338,9.5710784,3.24,0.98750381,-0.01,0.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,338,9.571003823,192,58.51874429,238,22.1107395,1.42,0.43279488,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
410,6/16/1971 10:00,CDT,Yes,HH,USGS,1080,30.582144,4.41,1.344102408,0,1.5,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1080,30.58190571,211,64.30966169,788,73.20698625,1.28,0.390124962,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
409,5/13/1971 7:55,CDT,Yes,HH,USGS,385,10.901968,3.23,0.984455959,0,2.1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,385,10.90188305,152,46.32733923,217,20.1597919,1.77,0.539469674,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
408,3/12/1971 13:50,CST,Yes,HH,USGS,1290,36.528672,4.42,1.347150259,0,1.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,1290,36.52838737,224,68.27186833,462,42.92084727,2.79,0.850350503,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
407,1/15/1971 12:00,CST,Yes,HH,USGS,1150,32.56432,4.32,1.316671746,0.1,1.5,Poor,,NONE,1,Imported Channel 1,WADE,unspe,unkno,1150,32.56406626,210,64.00487656,431,40.040877,2.67,0.813776288,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
406,12/11/1970 13:00,CST,Yes,LR,USGS,475,13.45048,3.35,1.021030174,0,1.3,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,475,13.45037519,190,57.90917403,249,23.13266444,1.91,0.582139592,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
405,11/7/1970 8:50,CST,Yes,Mcc,USGS,1110,31.431648,4.2,1.280097531,0,1,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1110,31.43140309,198,60.34745504,571,53.04719435,1.95,0.594330997,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
404,9/11/1970 12:45,CDT,Yes,LR,USGS,615,17.414832,3.79,1.155135629,-0.02,1.6,Poor,DebrisHeavy,NONE,1,Imported Channel 1,WADE,unspe,unkno,615,17.4146963,214,65.22401707,244,22.6681531,2.74,0.835111247,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
403,7/16/1970 12:40,CDT,Yes,Gra,USGS,133,3.7661344,2.68,0.816824139,0,0.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,133,3.766105055,72,21.94452911,47.2,4.384986994,2.82,0.859494057,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
402,4/16/1970 12:30,CST,Yes,LR,USGS,418,11.8364224,3.3,1.005790917,0,1.4,Poor,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,418,11.83633017,200,60.9570253,270,25.08361204,1.58,0.4815605,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
401,3/4/1970 12:50,CST,Yes,LR,USGS,2160,61.164288,5.22,1.59097836,0.15,1.8,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2160,61.16381141,217,66.13837245,952,88.44295801,2.27,0.691862237,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
400,1/6/1970 12:02,CST,Yes,JA,USGS,260,7.362368,2.98,0.908259677,0.06,0.9,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,260,7.362310633,95,28.95458702,89.4,8.305462653,2.91,0.886924718,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
399,11/7/1969 13:15,CST,Yes,LR,USGS,190,5.380192,2.72,0.829015544,-0.01,1.2,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,190,5.380150078,106,32.30722341,177,16.44370123,1.08,0.329167937,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
398,8/25/1969 13:00,CDT,Yes,LR,USGS,186,5.2669248,2.85,0.86863761,0,1.6,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,186,5.26688376,73,22.24931423,78.6,7.302118172,2.37,0.72234075,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
397,7/9/1969 8:40,CDT,Yes,Mcd,USGS,327,9.2595936,3.16,0.963121,0,0.7,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,327,9.25952145,210,64.00487656,226,20.9959123,1.45,0.441938433,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
396,5/13/1969 9:05,CDT,Yes,Mal,USGS,596,16.8768128,3.51,1.069795794,-0.01,0.7,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,596,16.8766813,212,64.61444681,295,27.40616871,2.02,0.615665956,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
395,4/30/1969 13:55,CDT,Yes,Mal,USGS,1500,42.4752,4.43,1.35019811,-0.01,1,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1500,42.47486904,203,61.87138068,761,70.69862505,1.97,0.600426699,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
394,3/25/1969 12:40,CST,Yes,JA,USGS,6950,196.80176,9.5,2.895458702,0.03,1.7,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,6950,196.8002265,341,103.9317281,2300,213.6752137,3.02,0.920451082,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
393,1/30/1969 17:05,CST,Yes,Ske/Mcd,USGS,35900,1016.57312,22.5,6.857665346,1.7,2.8,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,35900,1016.565199,560,170.6796708,8330,773.8758826,4.31,1.313623895,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
392,12/13/1968 11:30,CST,Yes,Mal,USGS,633,17.9245344,3.57,1.088082902,-0.01,0.7,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,633,17.92439473,213,64.91923194,288,26.75585284,2.2,0.670527278,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
391,10/21/1968 12:45,CDT,Yes,Mal,USGS,166,4.7005888,2.65,0.807680585,0,0.5,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,166,4.700552173,110,33.52636391,183,17.00111483,0.91,0.277354465,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
390,8/30/1968 11:16,CDT,Yes,Cro,USGS,127,3.5962336,2.68,0.816824139,0,0.5,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,127,3.596205578,79,24.07802499,58.8,5.462653289,2.16,0.658335873,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
389,6/30/1968 12:15,CDT,Yes,Mal,USGS,337,9.5427616,3.18,0.969216702,-0.01,0.7,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,337,9.542687243,210,64.00487656,219,20.34559643,1.54,0.469369095,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
388,6/19/1968 11:05,CDT,Yes,LR,USGS,262,7.4190016,3.01,0.917403231,0,1.5,Poor,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,262,7.418943792,115,35.05028955,102,9.476031215,2.61,0.79548918,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
387,3/29/1968 10:15,CST,Yes,Gra,USGS,1360,38.510848,4.29,1.307528193,0,1.3,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1360,38.51054793,201,61.26181042,700,65.03158677,1.94,0.591283145,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
386,1/31/1968 12:20,CST,Yes,Cro,USGS,13000,368.1184,13.75,4.190795489,-0.2,1.9,Unspecified,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,13000,368.1155316,382,116.4279183,3850,357.6737272,3.37,1.027125876,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
385,12/4/1967 12:40,CST,Yes,LR,USGS,644,18.2360192,3.63,1.106370009,0,0.6,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,644,18.23587711,208,63.39530631,294,27.31326644,2.19,0.667479427,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
384,10/11/1967 13:40,CDT,Yes,BM /TA,USGS,318,9.0047424,3.03,0.923498933,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,318,9.004672236,189,57.60438891,189,17.55852843,1.68,0.512039012,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
383,8/22/1967 10:35,CDT,Yes,JA,USGS,84.7,2.39843296,2.42,0.737580006,0,1.2,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,84.7,2.398414272,68,20.7253886,52.2,4.849498328,1.62,0.493751905,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
382,7/20/1967 11:50,CDT,Yes,Mal,USGS,256,7.2491008,2.98,0.908259677,0.01,0.4,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,256,7.249044315,202,61.56659555,162,15.05016722,1.57,0.478512649,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
381,6/7/1967 11:30,CDT,Yes,LDH,USGS,413,11.6948384,3.25,0.990551661,0,0.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,413,11.69474727,208,63.39530631,212,19.69528056,1.95,0.594330997,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
380,5/15/1967 13:50,CDT,Yes,Mcd/Mal,USGS,12100,342.63328,13.9,4.236513258,0.11,1.1,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,12100,342.6306102,407,124.0475465,4030,374.3961353,2.99,0.911307528,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
379,5/2/1967 11:50,CDT,Yes,LR,USGS,2680,75.889024,5.7,1.737275221,-0.11,1.7,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2680,75.88843268,254,77.41542213,756,70.23411371,3.54,1.078939348,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
378,3/29/1967 11:15,CST,Yes,LR,USGS,650,18.40592,3.63,1.106370009,-0.01,0.8,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,650,18.40577658,207,63.09052118,294,27.31326644,2.21,0.67357513,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
377,2/21/1967 12:02,CST,Yes,Gra/Cro,USGS,357,10.1090976,3.12,0.950929595,0,1.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,357,10.10901883,198,60.34745504,203,18.85916016,1.76,0.536421823,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
376,1/26/1967 11:55,CST,Yes,Hau/Mal,USGS,287,8.1269216,2.98,0.908259677,0.04,1.5,Fair,DebrisModerate,NONE,1,Imported Channel 1,WADE,unspe,unkno,287,8.126858276,194,59.12831454,180,16.72240803,1.59,0.484608351,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
375,12/13/1966 13:05,CST,Yes,JA /Mal,USGS,578,16.3671104,3.48,1.06065224,0,1.9,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,578,16.36698287,208,63.39530631,263,24.43329617,2.2,0.670527278,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
374,11/9/1966 9:02,CST,Yes,Cro,USGS,142,4.0209856,2.56,0.780249924,0,1.3,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,142,4.020954269,111,33.83114904,138,12.82051282,1.03,0.31392868,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
373,10/7/1966 8:40,CDT,Yes,Cro,USGS,228,6.4562304,2.83,0.862541908,0,1.7,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,228,6.456180093,155,47.24169461,143,13.28502415,1.59,0.484608351,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
372,8/31/1966 10:50,CDT,Yes,Cro,USGS,104,2.9449472,2.47,0.752819262,0,1.6,Fair,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,104,2.944924253,72,21.94452911,45.2,4.19918246,2.3,0.701005791,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
371,7/28/1966 8:58,CDT,Yes,Cro,USGS,159,4.5023712,2.7,0.822919842,-0.01,1.5,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,159,4.502336118,78,23.77323987,61.5,5.713489409,2.59,0.789393478,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
370,6/22/1966 10:50,CDT,Yes,Cro,USGS,229,6.4845472,2.82,0.859494057,0,1.1,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,229,6.484496673,92,28.04023164,91.3,8.48197696,2.51,0.765010667,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
369,5/2/1966 13:50,CDT,Yes,JA,USGS,1710,48.421728,4.55,1.386772326,0.02,2.4,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1710,48.4213507,184,56.08046327,744,69.11928651,2.3,0.701005791,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
368,3/29/1966 11:30,CST,Yes,Har/Mcd,USGS,596,16.8768128,3.48,1.06065224,0,0.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,596,16.8766813,211,64.30966169,282,26.19843924,2.11,0.643096617,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
367,2/15/1966 13:30,CST,Yes,Ske,USGS,2550,72.20784,5.5,1.676318196,-0.04,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2550,72.20727736,224,68.27186833,1030,95.68933482,2.48,0.755867114,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
366,2/7/1966 12:42,CST,Yes,Cro,USGS,343,9.7126624,3.15,0.960073148,0.12,1.7,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,343,9.71258672,112,34.13593417,116,10.77666295,2.96,0.902163974,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
365,12/20/1965 11:25,CST,Yes,TG,USGS,280,7.928704,3.05,0.929594636,0,1.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,280,7.92864222,177,53.94696739,124,11.51988109,2.25,0.685766535,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
364,11/26/1965 16:10,CST,Yes,Cro,USGS,161,4.5590048,2.7,0.822919842,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,161,4.558969277,95,28.95458702,83.2,7.729468599,1.93,0.588235294,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
363,10/15/1965 11:25,CDT,Yes,Cro,USGS,261,7.3906848,2.91,0.886924718,0,1.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,261,7.390627212,191,58.21395916,182,16.90821256,1.43,0.435842731,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
362,9/15/1965 9:45,CDT,Yes,Har,USGS,879,24.8904672,3.82,1.164279183,-0.01,2,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,879,24.89027325,191,58.21395916,590,54.81233742,1.49,0.454129838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
361,8/9/1965 13:15,CDT,Yes,tg,USGS,289,8.1835552,3.07,0.935690338,0,1.5,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,289,8.183491434,178,54.25175251,101,9.383128948,2.86,0.871685462,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
360,6/9/1965 18:30,CDT,Yes,DRM,USGS,1600,45.30688,4.63,1.411155136,-0.06,1.5,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1600,45.30652697,190,57.90917403,775,71.99925678,2.06,0.627857361,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
359,5/24/1965 12:30,CDT,Yes,TG,USGS,323,9.1463264,3.07,0.935690338,0,1.6,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,323,9.146255132,199,60.65224017,196,18.2088443,1.65,0.502895459,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
358,4/12/1965 10:55,CST,Yes,EAR,USGS,1730,48.988064,4.78,1.456872905,-0.03,2,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1730,48.98768229,210,64.00487656,787,73.11408398,2.2,0.670527278,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
357,4/1/1965 11:35,CST,Yes,TG,USGS,225,6.37128,2.96,0.902163974,0,1.1,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,225,6.371230355,112,34.13593417,100,9.290226682,2.25,0.685766535,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
356,2/19/1965 15:00,CST,Yes,DRM,USGS,365,10.335632,3.11,0.947881743,-0.01,1.3,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,365,10.33555147,196,59.73788479,301,27.96358231,1.21,0.368790003,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
355,1/18/1965 9:15,CST,Yes,DRM,USGS,202,5.7199936,2.76,0.841206949,0,1.3,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,202,5.71994903,108,32.91679366,108,10.03344482,1.87,0.569948187,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
354,12/14/1964 13:15,CST,Yes,TG,USGS,87.4,2.47488832,2.39,0.728436452,0,1.8,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,87.4,2.474869036,107,32.61200853,95.8,8.900037161,0.91,0.277354465,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
353,11/12/1964 11:35,CST,Yes,Tho,USGS,69.7,1.97368096,2.35,0.716245047,0,1.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,69.7,1.973665581,91,27.73544651,60.2,5.592716462,1.16,0.353550747,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
352,10/6/1964 10:38,CDT,Yes,JR,USGS,61.4,1.73865152,2.2,0.670527278,0,0.4,Good,DebrisLight,NONE,1,Imported Channel 1,WADE,unspe,unkno,61.4,1.738637973,80,24.38281012,45.7,4.245633593,1.34,0.408412069,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
351,9/14/1964 11:15,CDT,Yes,TG,USGS,46.9,1.32805792,2.15,0.655288022,0,1.7,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,46.9,1.328047572,41,12.49619019,34.2,3.177257525,1.37,0.417555623,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
350,8/10/1964 16:00,CDT,Yes,DRM,USGS,42.6,1.20629568,2.14,0.652240171,0,1.5,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,42.6,1.206286281,39,11.88661993,30.9,2.870680045,1.38,0.420603475,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
349,6/10/1964 16:15,CDT,Yes,DRM,USGS,119,3.3696992,2.47,0.752819262,0,1.4,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,119,3.369672944,105,32.00243828,75.7,7.032701598,1.57,0.478512649,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
348,5/27/1964 11:05,CDT,Yes,JR,USGS,132,3.7378176,2.56,0.780249924,-0.01,0.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,132,3.737788475,100,30.47851265,83,7.710888146,1.59,0.484608351,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
347,4/20/1964 15:55,CST,Yes,JR,USGS,433,12.2611744,3.31,1.008838769,0,0.6,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,433,12.26107886,185,56.3852484,214,19.8810851,2.02,0.615665956,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
346,4/7/1964 13:50,CST,Yes,JR /And,USGS,6210,175.847328,10.25,3.124047546,-0.44,0.9,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,6210,175.8459578,365,111.2465712,2030,188.5916016,3.06,0.932642487,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
