Meas_number,date_time,time_datum,measurment_used,who,measuring_agency,stream_flow_cfs,gage_height_ft,gh_change_ft,meas_duration_hr,meas_rating,control,flow_adjust_code,channel_number,channel_name,meas_type,stream_flow_method,velocity_method,channel_flow_cfs,channel_flow_m3s,channel_width_ft,channel_width_m,channel_area_sqft,channel_area_m2,channel_vel_fts,channel_vel_ms,channel_stability,channel_material,channel_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,channel_loc_code,channel_loc_dist_ft
562,12/19/2001 13:45,CST,Yes,SS,USGS,17300,11.88,,,Fair,,NONE,1,Imported Channel 1,BOAT,unspe,unkno,17300,489.8768229,304,92.65467845,3810,353.9576366,4.54,1.383724474,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
561,11/28/2001 10:15,CST,Yes,LB,USGS,1190,2.6,-0.01,1.1,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1190,33.69672944,238,72.5388601,450,41.80602007,2.64,0.804632734,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
560,10/12/2001 12:35,CDT,Yes,JM,USGS,817,2.17,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,817,23.13464533,202,61.56659555,404,37.53251579,2.02,0.615665956,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
559,8/15/2001 16:00,CDT,Yes,LB,USGS,458,1.61,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,458,12.96899335,222,67.66229808,262,24.34039391,1.75,0.533373971,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
558,6/20/2001 9:20,CDT,Yes,LDB,USGS,1110,2.42,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1110,31.43140309,228,69.49100884,386,35.86027499,2.88,0.877781164,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
557,5/9/2001 12:25,CDT,Yes,LDB,USGS,788,2.05,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,788,22.31346453,222,67.66229808,317,29.45001858,2.49,0.758914965,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
556,4/11/2001 10:15,CDT,Yes,JM /LB,USGS,3110,4.39,-0.01,0.7,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3110,88.0645618,315,96.00731484,1490,138.4243776,2.06,0.627857361,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
555,2/27/2001 13:10,CST,Yes,L L/ESS,USGS,28300,16.02,,,Fair,Unspecifed,NONE,1,Imported Channel 1,BOAT,unspe,unkno,28300,801.3591958,,0,6690,621.516165,4.23,1.289241085,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
554,1/11/2001 10:15,CST,Yes,LB,USGS,585,1.9,0,1.5,Fair,IceShore,NONE,1,Imported Channel 1,WADE,unspe,unkno,585,16.56519892,230,70.10057909,288,26.75585284,2.03,0.618713807,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
553,11/21/2000 15:30,CST,Yes,LB,USGS,587,2,0,0.9,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,587,16.62183208,230,70.10057909,322,29.91452991,1.82,0.55470893,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
552,10/25/2000 11:00,CDT,Yes,bmp/bg,USGS,501,1.96,0,2,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,501,14.18660626,235,71.62450472,453,42.08472687,1.11,0.33831149,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
551,9/20/2000 7:30,CDT,Yes,ll,USGS,370,1.51,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,370,10.47713436,168,51.20390125,283,26.29134151,1.31,0.399268516,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
550,8/29/2000 9:20,CDT,Yes,lb,USGS,427,1.65,0,1.3,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,427,12.09117939,242,73.75800061,330,30.65774805,1.3,0.396220664,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
549,7/7/2000 13:00,CDT,Yes,jwm/lb,USGS,594,1.9,0,0.5,Poor,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,594,16.82004814,224,68.27186833,304,28.24228911,1.95,0.594330997,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
548,5/19/2000 14:42,CDT,Yes,jwm,USGS,531,1.75,0,0.6,Poor,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,531,15.03610364,218,66.44315757,255,23.69007804,2.08,0.633953063,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
547,4/12/2000 13:15,CDT,Yes,jwm,USGS,844,2.19,0,0.8,Poor,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,844,23.89919298,220,67.05272783,308,28.61389818,2.74,0.835111247,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
546,2/25/2000 10:50,CST,Yes,jm,USGS,1560,3.01,0,1.5,Poor,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1560,44.1738638,303,92.34989333,1080,100.3344482,1.44,0.438890582,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
545,1/5/2000 11:25,CST,Yes,jlm,USGS,701,2.02,0,0.7,Fair,,NONE,1,Imported Channel 1,WADE,unspe,unkno,701,19.84992213,218,66.44315757,301,27.96358231,2.33,0.710149345,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
544,11/22/1999 13:05,CST,Yes,ldb/jm,USGS,507,1.76,0,0.7,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,507,14.35650573,226,68.88143859,382,35.48866592,1.33,0.405364218,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
543,10/15/1999 12:05,CDT,Yes,ESS,USGS,533,1.78,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,533,15.0927368,178,54.25175251,328,30.47194352,1.62,0.493751905,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
542,9/10/1999 9:50,CDT,Yes,PR,USGS,489,1.77,0,1.3,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,489,13.84680731,184,56.08046327,329,30.56484578,1.48,0.451081987,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
541,8/27/1999 10:45,CDT,Yes,ESS/PHR,USGS,502,1.8,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,502,14.21492284,168,51.20390125,299,27.77777778,1.68,0.512039012,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
540,7/16/1999 10:20,CDT,Yes,LDB/JD,USGS,826,2.17,0,1.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,826,23.38949455,221,67.35751295,312,28.98550725,2.65,0.807680585,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
539,5/6/1999 10:45,CDT,Yes,ljl/jd,USGS,18300,12.17,0.07,1.4,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,18300,518.1934022,449,136.8485218,4540,421.7762913,4.03,1.22828406,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
538,2/9/1999 13:55,CST,Yes,ess/jd,USGS,24800,14.63,0.23,1.1,Poor,Unspecifed,NONE,1,Imported Channel 1,CRAN,unspe,unkno,24800,702.2511681,563,171.5940262,6230,578.7811223,3.98,1.213044803,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
537,12/14/1998 13:00,CST,Yes,pb,USGS,1190,2.74,0,0.9,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1190,33.69672944,244,74.36757086,515,47.84466741,2.31,0.704053642,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
536,11/13/1998 11:30,CST,Yes,ss,USGS,951,2.55,0,0.5,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,951,26.92906697,244,74.36757086,473,43.9427722,2.01,0.612618104,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
535,10/1/1998 11:30,CDT,Yes,ll,USGS,1240,2.63,-0.01,1.8,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1240,35.1125584,295,89.91161231,1080,100.3344482,1.15,0.350502895,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
534,8/12/1998 13:10,CDT,Yes,jwm/sh,USGS,2920,4.5,-0.13,1.8,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2920,82.68441172,312,95.09295946,1540,143.0694909,1.9,0.57909174,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
533,5/29/1998 8:50,CDT,Yes,jd,USGS,1730,3.28,-0.01,1.3,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1730,48.98768229,315,96.00731484,1260,117.0568562,1.37,0.417555623,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
532,4/7/1998 14:15,CDT,Yes,jm,USGS,5030,5.76,-0.04,1.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,5030,142.4323942,330,100.5790917,2070,192.3076923,2.43,0.740627857,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
531,2/25/1998 8:25,CST,Yes,ll,USGS,3630,4.47,-0.02,4.5,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3630,102.7891831,315,96.00731484,1710,158.8628763,2.12,0.646144468,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
530,1/21/1998 10:20,CST,Yes,jm,USGS,2460,3.63,0,1,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2460,69.65878522,297,90.52118257,1360,126.3470829,1.81,0.551661079,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
529,11/13/1997 12:15,CST,Yes,jwm,USGS,815,2.16,0,0.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,815,23.07801218,236,71.92928985,437,40.5982906,1.86,0.566900335,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
528,10/27/1997 10:00,CST,Yes,LJL/JM,USGS,907,2.36,0,0.7,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,907,25.68313748,232,70.71014934,423,39.29765886,2.14,0.652240171,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
527,9/9/1997 9:50,CDT,Yes,JM,USGS,695,1.97,-0.01,0.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,695,19.68002265,226,68.88143859,386,35.86027499,1.8,0.548613228,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
526,7/29/1997 11:00,CDT,Yes,JCD,USGS,854,2.12,0,2,Unspecified,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,854,24.18235877,301,91.74032307,959,89.09327388,0.89,0.271258763,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
525,6/5/1997 10:45,CDT,Yes,ESS/JD,USGS,3230,4.35,-0.04,1.6,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3230,91.46255132,330,100.5790917,1660,154.2177629,1.95,0.594330997,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
524,4/17/1997 10:30,CDT,Yes,JC,USGS,2830,4.06,0,1.8,Good,Unspecifed,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2830,80.13591958,320,97.53124048,1440,133.7792642,1.96,0.597378848,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
523,3/4/1997 14:20,CST,Yes,JM,USGS,10100,8.93,-0.06,1,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,10100,285.9974515,348,106.065224,3250,301.9323671,3.1,0.944833892,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
522,10/15/1996 12:10,CDT,Yes,pb,USGS,1130,2.48,-0.01,2,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1130,31.99773467,242,73.75800061,510,47.38015608,2.22,0.676622981,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
521,8/27/1996 10:45,CDT,Yes,PB,USGS,741,2.02,0,1.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,741,20.9825853,234,71.3197196,393,36.51059086,1.89,0.576043889,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
520,6/21/1996 10:20,CDT,Yes,PB,USGS,1520,2.86,0,2.2,Unspecified,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1520,43.04120062,307,93.56903383,1120,104.0505388,1.36,0.414507772,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
519,4/30/1996 12:25,CDT,Yes,LL,USGS,27200,15.82,-0.04,1.6,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,27200,770.2109585,563,171.5940262,6660,618.729097,4.08,1.243523316,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
518,3/7/1996 10:30,CST,Yes,ESS/PDB,USGS,1010,2.56,-0.01,0.9,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1010,28.59974515,247,75.28192624,511,47.47305834,1.98,0.60347455,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
517,1/5/1996 12:30,CST,Yes,GLW/HSH,USGS,1040,2.61,0,1.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1040,29.44924253,240,73.14843036,425,39.4834634,2.44,0.743675709,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
516,11/29/1995 11:20,CST,Yes,GLW,USGS,648,2.08,0,2,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,648,18.34914342,244,74.36757086,501,46.54403567,1.29,0.393172813,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
515,10/12/1995 9:30,CDT,Yes,GLW,USGS,654,2.06,0,3,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,654,18.5190429,249,75.89149649,505,46.91564474,1.3,0.396220664,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
514,8/31/1995 11:00,CDT,Yes,SAT/GLW,USGS,707,2.14,0,,Good,,NONE,1,Imported Channel 1,WADE,unspe,unkno,707,20.01982161,249,75.89149649,490,45.52211074,1.44,0.438890582,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
513,7/20/1995 9:55,CDT,Yes,SS,USGS,1460,2.95,0,1.1,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1460,41.34220586,305,92.95946358,1290,119.8439242,1.13,0.344407193,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
512,5/30/1995 11:10,CDT,Yes,JM,USGS,20500,12.92,-0.33,2,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,20500,580.4898768,450,137.1533069,5090,472.8725381,4.03,1.22828406,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
511,4/13/1995 11:06,CDT,Yes,SAT/HH,USGS,19100,12.83,-0.09,1.4,Good,Unspecifed,NONE,1,Imported Channel 1,CRAN,unspe,unkno,19100,540.8466657,480,146.2968607,5070,471.0144928,3.77,1.149039927,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
510,3/16/1995 8:35,CST,Yes,SS,USGS,3780,4.96,-0.03,1.3,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3780,107.03667,310,94.48338921,1950,181.1594203,1.94,0.591283145,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
509,1/5/1995 11:40,CST,Yes,JWM,USGS,1120,2.84,0,0.6,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1120,31.71456888,238,72.5388601,449,41.7131178,2.49,0.758914965,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
508,11/1/1994 10:20,CST,Yes,JC,USGS,863,2.44,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,863,24.43720799,226,68.88143859,330,30.65774805,2.71,0.825967693,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
507,9/29/1994 11:10,CDT,Yes,JC,USGS,743,2.4,0,1.1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,743,21.03921846,218,66.44315757,336,31.21516165,2.21,0.67357513,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
506,9/7/1994 10:40,CDT,Yes,JC,USGS,4390,5.22,1.24,2.3,Fair,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4390,124.3097834,330,100.5790917,2160,200.6688963,2.03,0.618713807,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
505,7/27/1994 12:10,CDT,Yes,FJC/BL,USGS,1040,2.82,-0.01,2.2,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1040,29.44924253,222,67.66229808,403,37.43961353,2.59,0.789393478,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
504,6/28/1994 14:50,CDT,Yes,ESS/CE,USGS,2540,4.18,-0.13,1.3,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2540,71.92411157,314,95.70252972,1790,166.2950576,1.42,0.43279488,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
503,4/29/1994 10:40,CDT,Yes,JC,USGS,26400,15.15,0.49,3.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,26400,747.557695,521,158.7930509,6700,622.4451877,3.94,1.200853398,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
502,3/24/1994 7:55,CST,Yes,LJL,USGS,2460,4.16,0,1.1,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2460,69.65878522,315,96.00731484,1650,153.2887402,1.49,0.454129838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
501,2/3/1994 14:45,CST,Yes,JC,USGS,2710,4.56,-0.03,1.7,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2710,76.73793006,315,96.00731484,1500,139.3534002,1.73,0.527278269,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
500,12/30/1993 9:10,CST,Yes,JWM/SS,USGS,2520,4.04,0,1.3,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2520,71.35777998,320,97.53124048,1690,157.0048309,1.49,0.454129838,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
499,12/2/1993 9:45,CST,Yes,JWM,USGS,7160,7.34,-0.06,1.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,7160,202.7467082,339,103.3221579,2820,261.9843924,2.54,0.774154221,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
498,10/8/1993 9:00,CDT,Yes,HSH,USGS,3750,5.01,0,2.3,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3750,106.1871726,316,96.31209997,2010,186.7335563,1.86,0.566900335,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
497,9/28/1993 9:50,CDT,Yes,RRH/RH,USGS,101000,31.19,-0.12,2,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,101000,2859.974515,747,227.6744895,17200,1597.918989,5.88,1.792136544,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
496,8/31/1993 10:30,CDT,Yes,JWM,USGS,828,1.9,0.01,0.7,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,828,23.44612771,216,65.83358732,426,39.57636566,1.94,0.591283145,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
495,8/5/1993 14:05,CDT,Yes,JWM,USGS,967,2.07,0.01,1,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,967,27.38213224,212,64.61444681,462,42.92084727,2.09,0.637000914,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
494,6/29/1993 14:45,CDT,Yes,DJG,USGS,4330,4.99,0.06,1.5,Good,Clear,NONE,1,Imported Channel 1,CWAY,unspe,unkno,4330,122.6107886,314,95.70252972,1800,167.2240803,2.41,0.734532155,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
493,5/27/1993 9:10,CDT,Yes,JWM,USGS,2360,3.35,-0.02,1.6,Good,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2360,66.82712728,303,92.34989333,1330,123.5600149,1.77,0.539469674,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
492,5/24/1993 13:35,CDT,Yes,JWM,USGS,3080,3.88,-0.01,1.7,Poor,,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3080,87.21506442,309,94.17860408,1500,139.3534002,2.05,0.624809509,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
491,4/28/1993 14:15,CDT,Yes,JWM,USGS,4250,4.8,-0.02,1.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4250,120.3454623,319,97.22645535,1770,164.4370123,2.4,0.731484304,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
490,4/1/1993 11:10,CST,Yes,JWM/HLR,USGS,3390,4.21,0,1,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3390,95.99320402,301,91.74032307,1590,147.7146042,2.13,0.649192319,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
489,3/9/1993 10:00,CST,Yes,JWM,USGS,6330,6.08,-0.04,1.5,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,6330,179.2439473,338,103.0173728,2190,203.4559643,2.89,0.880829016,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
488,2/5/1993 13:50,CST,Yes,JWM,USGS,2320,3.4,-0.02,1.3,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2320,65.69446411,305,92.95946358,1340,124.4890375,1.73,0.527278269,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
487,12/29/1992 13:05,CST,Yes,JWM,USGS,2420,3.42,-0.01,1.1,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2420,68.52612204,310,94.48338921,1580,146.7855816,1.53,0.466321244,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
486,12/18/1992 10:30,CST,Yes,JWM,USGS,21400,13.97,-0.26,2,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,21400,605.9747982,492,149.9542822,5800,538.8331475,3.64,1.10941786,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
485,11/30/1992 14:00,CST,Yes,JWM,USGS,4270,4.8,-0.02,2.4,Fair,Unspecifed,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4270,120.9117939,320,97.53124048,1800,167.2240803,2.39,0.728436452,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
484,10/28/1992 13:30,CST,Yes,JWM,USGS,551,1.55,0,0.9,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,551,15.60243523,198,60.34745504,330,30.65774805,1.67,0.508991161,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
483,9/29/1992 15:00,CDT,Yes,JWM,USGS,1030,2.37,-0.02,2.5,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,1030,29.16607674,218,66.44315757,470,43.6640654,2.19,0.667479427,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
482,8/19/1992 13:00,CDT,Yes,LJL/JWM,USGS,715,1.91,0,0.8,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,715,20.24635424,220,67.05272783,388,36.04607952,1.84,0.560804633,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
481,8/4/1992 14:35,CDT,Yes,JWM,USGS,930,2.08,0,1,Fair,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,930,26.3344188,292,88.99725693,424,39.39056113,2.19,0.667479427,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
480,6/23/1992 12:15,CDT,Yes,LJL/JM,USGS,1710,2.9,0,1.4,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1710,48.4213507,293,89.30204206,1220,113.3407655,1.4,0.426699177,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
479,5/4/1992 9:45,CDT,Yes,LJL/JM,USGS,2250,3.22,-0.01,1.7,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2250,63.71230355,304,92.65467845,1350,125.4180602,1.67,0.508991161,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
478,3/31/1992 11:50,CST,Yes,LJL/JM,USGS,2560,3.68,-0.02,1.9,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2560,72.49044315,310,94.48338921,1460,135.6373096,1.75,0.533373971,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
477,2/20/1992 13:15,CST,Yes,LJL/JM,USGS,4710,5.31,-0.02,1.3,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,4710,133.3710888,330,100.5790917,1950,181.1594203,2.42,0.737580006,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
476,1/28/1992 12:10,CST,Yes,LJL,USGS,1430,2.48,0,1.3,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,1430,40.49270848,293,89.30204206,1110,103.1215162,1.29,0.393172813,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
475,12/17/1991 11:20,CST,Yes,LJL,USGS,2010,3.18,-0.01,1.3,Good,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,2010,56.91632451,303,92.34989333,1280,118.9149015,1.57,0.478512649,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
474,11/5/1991 13:00,CST,Yes,LJL,USGS,3200,4.29,-0.02,1.3,Fair,Clear,NONE,1,Imported Channel 1,CRAN,unspe,unkno,3200,90.61305394,315,96.00731484,1570,145.8565589,2.04,0.621761658,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
473,10/2/1991 12:15,CDT,Yes,LJL,USGS,716,1.79,0.01,0.8,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,716,20.27467082,204,62.1761658,368,34.18803419,1.95,0.594330997,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
472,8/29/1991 11:15,CDT,Yes,JR,USGS,575,1.68,0,1,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,575,16.28203313,226,68.88143859,418,38.83314753,1.38,0.420603475,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
471,8/1/1991 13:00,CDT,Yes,JR,USGS,656,1.71,0,1,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,656,18.57567606,228,69.49100884,438,40.69119287,1.5,0.45717769,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
470,6/27/1991 9:10,CDT,Yes,JR,USGS,966,2.23,-0.02,2.6,Good,Clear,NONE,1,Imported Channel 1,WADE,unspe,unkno,966,27.35381566,231,70.40536422,555,51.56075808,1.74,0.53032612,UNSP,UNSP,UNSP,unkn,UNSP,UNSP,UNSP,
